date,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes,start_time
2004-04-04,Boston Celtics,102,Washington Wizards,112,Box Score,,18406,,2:00 pm
2004-04-05,Memphis Grizzlies,81,Utah Jazz,92,Box Score,,19911,,9:00 pm
2004-04-06,Philadelphia 76ers,103,Atlanta Hawks,100,Box Score,OT,14361,,7:30 pm
2004-04-06,Toronto Raptors,87,Cleveland Cavaliers,86,Box Score,,20071,,7:30 pm
2004-04-06,Seattle SuperSonics,108,Dallas Mavericks,118,Box Score,,20223,,8:30 pm
2004-04-06,Orlando Magic,86,Detroit Pistons,102,Box Score,,22076,,7:30 pm
2004-04-06,Houston Rockets,90,Golden State Warriors,97,Box Score,,19596,,10:30 pm
2004-04-06,New York Knicks,86,Indiana Pacers,107,Box Score,,17277,,8:00 pm
2004-04-06,Portland Trail Blazers,91,Los Angeles Lakers,80,Box Score,,18997,,10:00 pm
2004-04-06,Milwaukee Bucks,103,New Jersey Nets,98,Box Score,,13967,,7:30 pm
2004-04-06,New Orleans Hornets,91,Sacramento Kings,105,Box Score,,17317,,10:00 pm
2004-04-07,Houston Rockets,102,Los Angeles Clippers,79,Box Score,,19469,,10:30 pm
2004-04-07,Cleveland Cavaliers,74,Memphis Grizzlies,92,Box Score,,19351,,8:00 pm
2004-04-07,Boston Celtics,101,Miami Heat,104,Box Score,,16500,,7:30 pm
2004-04-07,Washington Wizards,107,Milwaukee Bucks,116,Box Score,,17002,,8:00 pm
2004-04-07,Chicago Bulls,82,New York Knicks,96,Box Score,,19763,,7:30 pm
2004-04-07,Denver Nuggets,111,Phoenix Suns,96,Box Score,,16797,,10:00 pm
2004-04-07,Golden State Warriors,81,Portland Trail Blazers,87,Box Score,,15722,,10:00 pm
2004-04-07,Seattle SuperSonics,75,San Antonio Spurs,96,Box Score,,18797,,8:30 pm
2004-04-07,Indiana Pacers,94,Toronto Raptors,90,Box Score,,17554,,7:30 pm
2004-04-08,Utah Jazz,94,Dallas Mavericks,117,Box Score,,20226,,8:30 pm
2004-04-08,Orlando Magic,81,New Jersey Nets,101,Box Score,,18515,,7:30 pm
2004-04-08,Minnesota Timberwolves,94,Sacramento Kings,86,Box Score,,17317,,10:00 pm
2004-04-09,Atlanta Hawks,116,Chicago Bulls,101,Box Score,,21184,,8:30 pm
2004-04-09,Toronto Raptors,66,Detroit Pistons,74,Box Score,,22076,,8:00 pm
2004-04-09,Minnesota Timberwolves,92,Golden State Warriors,74,Box Score,,19753,,10:30 pm
2004-04-09,Denver Nuggets,103,Houston Rockets,106,Box Score,,18148,,8:30 pm
2004-04-09,New Jersey Nets,80,Indiana Pacers,90,Box Score,,18345,,8:00 pm
2004-04-09,Memphis Grizzlies,95,Los Angeles Lakers,103,Box Score,,18997,,10:30 pm
2004-04-09,Cleveland Cavaliers,91,Miami Heat,106,Box Score,,20213,,7:30 pm
2004-04-09,Boston Celtics,80,New Orleans Hornets,89,Box Score,,15652,,8:00 pm
2004-04-09,Washington Wizards,83,Philadelphia 76ers,80,Box Score,,19192,,7:00 pm
2004-04-09,Sacramento Kings,96,Phoenix Suns,101,Box Score,,18422,,10:30 pm
2004-04-09,Portland Trail Blazers,74,San Antonio Spurs,84,Box Score,,18797,,8:30 pm
2004-04-10,Boston Celtics,99,Atlanta Hawks,110,Box Score,,14616,,7:00 pm
2004-04-10,Miami Heat,80,Cleveland Cavaliers,91,Box Score,,20562,,7:30 pm
2004-04-10,Portland Trail Blazers,100,Denver Nuggets,110,Box Score,OT,19794,,9:00 pm
2004-04-10,New Orleans Hornets,92,Milwaukee Bucks,87,Box Score,,18717,,8:30 pm
2004-04-10,Detroit Pistons,101,Orlando Magic,89,Box Score,,15571,,7:00 pm
2004-04-10,Dallas Mavericks,99,Seattle SuperSonics,119,Box Score,,17072,,3:30 pm
2004-04-10,Houston Rockets,69,Utah Jazz,82,Box Score,,19911,,9:00 pm
2004-04-10,New York Knicks,102,Washington Wizards,98,Box Score,OT,17524,,7:00 pm
2004-04-11,Dallas Mavericks,107,Golden State Warriors,108,Box Score,,14759,,9:00 pm
2004-04-11,San Antonio Spurs,88,Los Angeles Clippers,79,Box Score,,18031,,9:30 pm
2004-04-11,Philadelphia 76ers,75,New Jersey Nets,89,Box Score,,14796,,1:00 pm
2004-04-11,Memphis Grizzlies,83,Phoenix Suns,89,Box Score,,15216,,9:00 pm
2004-04-11,Los Angeles Lakers,85,Sacramento Kings,102,Box Score,,17317,,3:30 pm
2004-04-11,Chicago Bulls,114,Toronto Raptors,108,Box Score,OT,17362,,1:00 pm
2004-04-12,New Jersey Nets,107,Atlanta Hawks,129,Box Score,,11400,,7:30 pm
2004-04-12,Miami Heat,84,Boston Celtics,77,Box Score,,15730,,7:00 pm
2004-04-12,Orlando Magic,93,Chicago Bulls,84,Box Score,,19778,,8:30 pm
2004-04-12,Milwaukee Bucks,89,Cleveland Cavaliers,93,Box Score,,20562,,7:00 pm
2004-04-12,Sacramento Kings,89,Denver Nuggets,97,Box Score,,19746,,9:00 pm
2004-04-12,Washington Wizards,79,Detroit Pistons,101,Box Score,,22076,,7:30 pm
2004-04-12,Utah Jazz,90,Minnesota Timberwolves,104,Box Score,,18881,,8:00 pm
2004-04-12,New York Knicks,101,New Orleans Hornets,97,Box Score,,17619,,8:00 pm
2004-04-12,Indiana Pacers,107,Philadelphia 76ers,93,Box Score,,19383,,7:30 pm
2004-04-12,San Antonio Spurs,78,Portland Trail Blazers,66,Box Score,,18997,,10:00 pm
2004-04-12,Houston Rockets,111,Seattle SuperSonics,107,Box Score,,17072,,10:00 pm
2004-04-13,Memphis Grizzlies,103,Dallas Mavericks,110,Box Score,,20364,,8:30 pm
2004-04-13,Golden State Warriors,104,Los Angeles Lakers,109,Box Score,,18997,,10:30 pm
2004-04-13,Los Angeles Clippers,98,Phoenix Suns,96,Box Score,,17108,,10:00 pm
2004-04-13,Detroit Pistons,78,Toronto Raptors,87,Box Score,,18273,,7:30 pm
2004-04-14,Atlanta Hawks,132,Boston Celtics,137,Box Score,,16149,,7:00 pm
2004-04-14,Sacramento Kings,91,Golden State Warriors,97,Box Score,,19831,,10:30 pm
2004-04-14,Dallas Mavericks,92,Houston Rockets,89,Box Score,,18169,,9:30 pm
2004-04-14,Chicago Bulls,96,Indiana Pacers,101,Box Score,,16074,,8:00 pm
2004-04-14,Seattle SuperSonics,118,Los Angeles Clippers,87,Box Score,,19362,,10:30 pm
2004-04-14,Minnesota Timberwolves,107,Memphis Grizzlies,90,Box Score,,19351,,8:00 pm
2004-04-14,New Jersey Nets,84,Miami Heat,96,Box Score,,16500,,7:30 pm
2004-04-14,Toronto Raptors,89,Milwaukee Bucks,87,Box Score,,16065,,8:00 pm
2004-04-14,Cleveland Cavaliers,100,New York Knicks,90,Box Score,,19763,,7:30 pm
2004-04-14,Philadelphia 76ers,89,Orlando Magic,95,Box Score,,14767,,7:00 pm
2004-04-14,Los Angeles Lakers,105,Portland Trail Blazers,104,Box Score,2OT,20609,,10:00 pm
2004-04-14,Denver Nuggets,67,San Antonio Spurs,93,Box Score,,18797,,8:30 pm
2004-04-14,Phoenix Suns,89,Utah Jazz,84,Box Score,,19911,,9:00 pm
2004-04-14,New Orleans Hornets,94,Washington Wizards,78,Box Score,,17113,,7:00 pm
2004-04-17,Boston Celtics,88,Indiana Pacers,104,Box Score,,16605,,2:00 pm
2004-04-17,Houston Rockets,71,Los Angeles Lakers,72,Box Score,,18997,,10:30 pm
2004-04-17,New York Knicks,83,New Jersey Nets,107,Box Score,,18206,,4:30 pm
2004-04-17,Memphis Grizzlies,74,San Antonio Spurs,98,Box Score,,18797,,8:00 pm
2004-04-18,Milwaukee Bucks,82,Detroit Pistons,108,Box Score,,22076,,1:00 pm
2004-04-18,New Orleans Hornets,79,Miami Heat,81,Box Score,,20102,,7:00 pm
2004-04-18,Denver Nuggets,92,Minnesota Timberwolves,106,Box Score,,18503,,9:30 pm
2004-04-18,Dallas Mavericks,105,Sacramento Kings,116,Box Score,,17317,,3:30 pm
2004-04-19,Houston Rockets,84,Los Angeles Lakers,98,Box Score,,18997,,10:30 pm
2004-04-19,Memphis Grizzlies,70,San Antonio Spurs,87,Box Score,,18797,,8:00 pm
2004-04-20,Boston Celtics,90,Indiana Pacers,103,Box Score,,17347,,8:30 pm
2004-04-20,New York Knicks,81,New Jersey Nets,99,Box Score,,19918,,8:00 pm
2004-04-20,Dallas Mavericks,79,Sacramento Kings,83,Box Score,,17317,,10:30 pm
2004-04-21,Milwaukee Bucks,92,Detroit Pistons,88,Box Score,,22076,,7:00 pm
2004-04-21,New Orleans Hornets,63,Miami Heat,93,Box Score,,20189,,8:00 pm
2004-04-21,Denver Nuggets,81,Minnesota Timberwolves,95,Box Score,,18101,,9:30 pm
2004-04-22,San Antonio Spurs,95,Memphis Grizzlies,93,Box Score,,19351,,9:30 pm
2004-04-22,New Jersey Nets,81,New York Knicks,78,Box Score,,19763,,7:00 pm
2004-04-23,Indiana Pacers,108,Boston Celtics,85,Box Score,,17680,,7:00 pm
2004-04-23,Los Angeles Lakers,91,Houston Rockets,102,Box Score,,18226,,9:30 pm
2004-04-24,Sacramento Kings,79,Dallas Mavericks,104,Box Score,,20580,,7:00 pm
2004-04-24,Minnesota Timberwolves,86,Denver Nuggets,107,Box Score,,19713,,9:30 pm
2004-04-24,Detroit Pistons,95,Milwaukee Bucks,85,Box Score,,18717,,3:30 pm
2004-04-24,Miami Heat,71,New Orleans Hornets,77,Box Score,,14251,,1:00 pm
2004-04-25,Indiana Pacers,90,Boston Celtics,75,Box Score,,16389,,1:00 pm
2004-04-25,Los Angeles Lakers,92,Houston Rockets,88,Box Score,OT,18219,,3:30 pm
2004-04-25,San Antonio Spurs,110,Memphis Grizzlies,97,Box Score,,19351,,9:30 pm
2004-04-25,New Jersey Nets,100,New York Knicks,94,Box Score,,19763,,7:00 pm
2004-04-26,Sacramento Kings,94,Dallas Mavericks,92,Box Score,,20677,,9:30 pm
2004-04-26,Detroit Pistons,109,Milwaukee Bucks,92,Box Score,,17316,,7:00 pm
2004-04-27,Minnesota Timberwolves,84,Denver Nuggets,82,Box Score,,19694,,10:30 pm
2004-04-27,Miami Heat,85,New Orleans Hornets,96,Box Score,,16009,,8:00 pm
2004-04-28,Houston Rockets,78,Los Angeles Lakers,97,Box Score,,18997,,10:00 pm
2004-04-29,Milwaukee Bucks,77,Detroit Pistons,91,Box Score,,22076,,8:00 pm
2004-04-29,Dallas Mavericks,118,Sacramento Kings,119,Box Score,,17317,,10:30 pm
2004-04-30,New Orleans Hornets,83,Miami Heat,87,Box Score,,20147,,7:00 pm
2004-04-30,Denver Nuggets,91,Minnesota Timberwolves,102,Box Score,,19890,,9:30 pm
2004-05-02,Miami Heat,83,New Orleans Hornets,89,Box Score,,17297,,1:00 pm
2004-05-02,Los Angeles Lakers,78,San Antonio Spurs,88,Box Score,,18797,,3:30 pm
2004-05-03,New Jersey Nets,56,Detroit Pistons,78,Box Score,,22076,,8:00 pm
2004-05-04,New Orleans Hornets,77,Miami Heat,85,Box Score,,20286,,7:00 pm
2004-05-04,Sacramento Kings,104,Minnesota Timberwolves,98,Box Score,,18792,,9:30 pm
2004-05-05,Los Angeles Lakers,85,San Antonio Spurs,95,Box Score,,18797,,9:00 pm
2004-05-06,Miami Heat,81,Indiana Pacers,94,Box Score,,18345,,9:00 pm
2004-05-07,New Jersey Nets,80,Detroit Pistons,95,Box Score,,22076,,8:00 pm
2004-05-08,Miami Heat,80,Indiana Pacers,91,Box Score,,18345,,7:00 pm
2004-05-08,Sacramento Kings,89,Minnesota Timberwolves,94,Box Score,,19599,,9:30 pm
2004-05-09,San Antonio Spurs,81,Los Angeles Lakers,105,Box Score,,18997,,3:30 pm
2004-05-09,Detroit Pistons,64,New Jersey Nets,82,Box Score,,19000,,8:00 pm
2004-05-10,Indiana Pacers,87,Miami Heat,94,Box Score,,20115,,8:00 pm
2004-05-10,Minnesota Timberwolves,114,Sacramento Kings,113,Box Score,OT,17317,,10:30 pm
2004-05-11,San Antonio Spurs,90,Los Angeles Lakers,98,Box Score,,18997,,10:30 pm
2004-05-11,Detroit Pistons,79,New Jersey Nets,94,Box Score,,19860,,8:00 pm
2004-05-12,Indiana Pacers,88,Miami Heat,100,Box Score,,20128,,8:00 pm
2004-05-12,Minnesota Timberwolves,81,Sacramento Kings,87,Box Score,,17317,,10:30 pm
2004-05-13,Los Angeles Lakers,74,San Antonio Spurs,73,Box Score,,18797,,8:00 pm
2004-05-14,New Jersey Nets,127,Detroit Pistons,120,Box Score,3OT,22076,,7:00 pm
2004-05-14,Sacramento Kings,74,Minnesota Timberwolves,86,Box Score,,19818,,9:30 pm
2004-05-15,Miami Heat,83,Indiana Pacers,94,Box Score,,18345,,8:00 pm
2004-05-15,San Antonio Spurs,76,Los Angeles Lakers,88,Box Score,,18997,,10:30 pm
2004-05-16,Detroit Pistons,81,New Jersey Nets,75,Box Score,,19968,,8:00 pm
2004-05-16,Minnesota Timberwolves,87,Sacramento Kings,104,Box Score,,17317,,3:30 pm
2004-05-18,Indiana Pacers,73,Miami Heat,70,Box Score,,20136,,8:00 pm
2004-05-19,Sacramento Kings,80,Minnesota Timberwolves,83,Box Score,,19944,,8:30 pm
2004-05-20,New Jersey Nets,69,Detroit Pistons,90,Box Score,,22076,,8:00 pm
2004-05-21,Los Angeles Lakers,97,Minnesota Timberwolves,88,Box Score,,19552,,9:00 pm
2004-05-22,Detroit Pistons,74,Indiana Pacers,78,Box Score,,18345,,8:00 pm
2004-05-23,Los Angeles Lakers,71,Minnesota Timberwolves,89,Box Score,,19707,,8:30 pm
2004-05-24,Detroit Pistons,72,Indiana Pacers,67,Box Score,,18345,,8:00 pm
2004-05-25,Minnesota Timberwolves,89,Los Angeles Lakers,100,Box Score,,18997,,9:00 pm
2004-05-26,Indiana Pacers,78,Detroit Pistons,85,Box Score,,22076,,8:30 pm
2004-05-27,Minnesota Timberwolves,85,Los Angeles Lakers,92,Box Score,,18997,,9:00 pm
2004-05-28,Indiana Pacers,83,Detroit Pistons,68,Box Score,,22076,,8:00 pm
2004-05-29,Los Angeles Lakers,96,Minnesota Timberwolves,98,Box Score,,20109,,8:30 pm
2004-05-30,Detroit Pistons,83,Indiana Pacers,65,Box Score,,18345,,8:00 pm
2004-05-31,Minnesota Timberwolves,90,Los Angeles Lakers,96,Box Score,,18997,,9:00 pm
2004-06-01,Indiana Pacers,65,Detroit Pistons,69,Box Score,,22076,,8:00 pm
2004-06-06,Detroit Pistons,87,Los Angeles Lakers,75,Box Score,,18997,,9:00 pm
2004-06-08,Detroit Pistons,91,Los Angeles Lakers,99,Box Score,OT,18997,,9:00 pm
2004-06-10,Los Angeles Lakers,68,Detroit Pistons,88,Box Score,,22076,,9:00 pm
2004-06-13,Los Angeles Lakers,80,Detroit Pistons,88,Box Score,,22076,,9:00 pm
2004-06-15,Los Angeles Lakers,87,Detroit Pistons,100,Box Score,,22076,,9:00 pm
2004-11-02,Sacramento Kings,98,Dallas Mavericks,107,Box Score,,20041,,8:30 pm
2004-11-02,Houston Rockets,79,Detroit Pistons,87,Box Score,,22076,,8:00 pm
2004-11-02,Denver Nuggets,78,Los Angeles Lakers,89,Box Score,,18997,,10:30 pm
2004-11-03,Philadelphia 76ers,98,Boston Celtics,95,Box Score,,18624,,7:30 pm
2004-11-03,Indiana Pacers,109,Cleveland Cavaliers,104,Box Score,2OT,19730,,7:00 pm
2004-11-03,Portland Trail Blazers,78,Golden State Warriors,75,Box Score,,15351,,10:30 pm
2004-11-03,Seattle SuperSonics,84,Los Angeles Clippers,114,Box Score,,13371,,10:30 pm
2004-11-03,Washington Wizards,103,Memphis Grizzlies,91,Box Score,,18119,,8:00 pm
2004-11-03,New York Knicks,93,Minnesota Timberwolves,99,Box Score,,17295,,8:00 pm
2004-11-03,Miami Heat,100,New Jersey Nets,77,Box Score,,17260,,8:00 pm
2004-11-03,Dallas Mavericks,106,New Orleans Hornets,91,Box Score,,17682,,8:00 pm
2004-11-03,Milwaukee Bucks,92,Orlando Magic,93,Box Score,,15138,,7:00 pm
2004-11-03,Atlanta Hawks,82,Phoenix Suns,112,Box Score,,18422,,9:00 pm
2004-11-03,Sacramento Kings,85,San Antonio Spurs,101,Box Score,,18797,,8:30 pm
2004-11-03,Houston Rockets,88,Toronto Raptors,95,Box Score,,19800,,7:00 pm
2004-11-03,Los Angeles Lakers,78,Utah Jazz,104,Box Score,,19911,,10:30 pm
2004-11-04,Washington Wizards,103,Charlotte Bobcats,96,Box Score,,23319,,7:00 pm
2004-11-04,Minnesota Timberwolves,92,Denver Nuggets,94,Box Score,OT,19099,,10:30 pm
2004-11-04,Cleveland Cavaliers,86,Miami Heat,92,Box Score,,20235,,8:00 pm
2004-11-05,Indiana Pacers,100,Boston Celtics,94,Box Score,,13702,,7:30 pm
2004-11-05,New Jersey Nets,111,Chicago Bulls,106,Box Score,2OT,20117,,8:30 pm
2004-11-05,Utah Jazz,102,Golden State Warriors,80,Box Score,,15668,,10:30 pm
2004-11-05,San Antonio Spurs,105,Los Angeles Lakers,96,Box Score,,18997,,10:30 pm
2004-11-05,Houston Rockets,89,Memphis Grizzlies,81,Box Score,,18119,,8:00 pm
2004-11-05,Orlando Magic,90,New Orleans Hornets,89,Box Score,,14218,,8:00 pm
2004-11-05,Phoenix Suns,108,Philadelphia 76ers,98,Box Score,,19385,,7:00 pm
2004-11-05,Los Angeles Clippers,81,Portland Trail Blazers,94,Box Score,,19818,,10:00 pm
2004-11-05,Atlanta Hawks,85,Seattle SuperSonics,106,Box Score,,16103,,10:30 pm
2004-11-05,Detroit Pistons,89,Toronto Raptors,101,Box Score,,15284,,7:00 pm
2004-11-06,Orlando Magic,100,Charlotte Bobcats,111,Box Score,,20873,,7:00 pm
2004-11-06,Memphis Grizzlies,88,Dallas Mavericks,112,Box Score,,19796,,8:30 pm
2004-11-06,Utah Jazz,106,Denver Nuggets,82,Box Score,,19099,,9:00 pm
2004-11-06,Philadelphia 76ers,91,Detroit Pistons,99,Box Score,,22076,,7:30 pm
2004-11-06,Los Angeles Clippers,94,Golden State Warriors,86,Box Score,,16385,,10:30 pm
2004-11-06,Sacramento Kings,101,Houston Rockets,104,Box Score,OT,18003,,8:30 pm
2004-11-06,Chicago Bulls,90,Indiana Pacers,100,Box Score,,18022,,8:00 pm
2004-11-06,Cleveland Cavaliers,88,Milwaukee Bucks,102,Box Score,,17863,,8:30 pm
2004-11-06,New Orleans Hornets,92,Minnesota Timberwolves,99,Box Score,,15812,,8:00 pm
2004-11-06,Phoenix Suns,112,New Jersey Nets,80,Box Score,,13254,,8:00 pm
2004-11-06,Boston Celtics,107,New York Knicks,73,Box Score,,19763,,7:30 pm
2004-11-06,Miami Heat,118,Washington Wizards,106,Box Score,,19859,,7:00 pm
2004-11-07,Atlanta Hawks,90,Los Angeles Lakers,106,Box Score,,18997,,9:30 pm
2004-11-07,San Antonio Spurs,94,Seattle SuperSonics,113,Box Score,,15851,,8:00 pm
2004-11-07,Portland Trail Blazers,97,Toronto Raptors,101,Box Score,,13863,,12:30 pm
2004-11-08,Golden State Warriors,98,Dallas Mavericks,101,Box Score,OT,19527,,8:30 pm
2004-11-08,Detroit Pistons,99,Los Angeles Clippers,96,Box Score,2OT,15866,,10:30 pm
2004-11-08,Denver Nuggets,91,Utah Jazz,102,Box Score,,18667,,9:00 pm
2004-11-09,Cleveland Cavaliers,93,Atlanta Hawks,79,Box Score,,19624,,7:30 pm
2004-11-09,Phoenix Suns,94,Chicago Bulls,74,Box Score,,17595,,8:30 pm
2004-11-09,Seattle SuperSonics,108,Denver Nuggets,88,Box Score,,12962,,9:00 pm
2004-11-09,Memphis Grizzlies,87,Houston Rockets,90,Box Score,,11568,,8:30 pm
2004-11-09,Washington Wizards,93,Miami Heat,103,Box Score,,18465,,7:30 pm
2004-11-09,Indiana Pacers,102,Minnesota Timberwolves,101,Box Score,,15409,,8:00 pm
2004-11-09,Portland Trail Blazers,60,New Jersey Nets,64,Box Score,,13621,,7:30 pm
2004-11-09,Los Angeles Lakers,106,New Orleans Hornets,98,Box Score,,17202,,8:00 pm
2004-11-09,Philadelphia 76ers,88,New York Knicks,96,Box Score,,19001,,7:30 pm
2004-11-09,Dallas Mavericks,84,Orlando Magic,94,Box Score,,13155,,7:00 pm
2004-11-09,Toronto Raptors,92,Sacramento Kings,108,Box Score,,17317,,10:00 pm
2004-11-10,Portland Trail Blazers,88,Boston Celtics,90,Box Score,,13341,,7:00 pm
2004-11-10,Phoenix Suns,109,Cleveland Cavaliers,114,Box Score,OT,15190,,8:00 pm
2004-11-10,Los Angeles Clippers,102,Indiana Pacers,68,Box Score,,14657,,7:00 pm
2004-11-10,Los Angeles Lakers,87,Memphis Grizzlies,110,Box Score,,18119,,8:00 pm
2004-11-10,Charlotte Bobcats,100,Milwaukee Bucks,102,Box Score,,17029,,8:00 pm
2004-11-10,New Jersey Nets,100,Philadelphia 76ers,108,Box Score,OT,15678,,7:00 pm
2004-11-10,Golden State Warriors,71,San Antonio Spurs,91,Box Score,,16826,,8:30 pm
2004-11-10,Sacramento Kings,78,Seattle SuperSonics,108,Box Score,,14355,,10:30 pm
2004-11-10,Toronto Raptors,104,Utah Jazz,95,Box Score,,19683,,9:00 pm
2004-11-10,Orlando Magic,96,Washington Wizards,106,Box Score,,15042,,7:00 pm
2004-11-11,Detroit Pistons,109,Denver Nuggets,117,Box Score,,18711,,10:30 pm
2004-11-11,Minnesota Timberwolves,96,Houston Rockets,91,Box Score,,15566,,8:30 pm
2004-11-11,Dallas Mavericks,113,Miami Heat,93,Box Score,,19985,,8:00 pm
2004-11-12,Charlotte Bobcats,74,Boston Celtics,91,Box Score,,14012,,7:30 pm
2004-11-12,Golden State Warriors,67,Memphis Grizzlies,96,Box Score,,17086,,8:00 pm
2004-11-12,Atlanta Hawks,96,New Orleans Hornets,95,Box Score,,12069,,8:00 pm
2004-11-12,Los Angeles Clippers,96,New York Knicks,110,Box Score,,19763,,7:30 pm
2004-11-12,Los Angeles Lakers,113,Orlando Magic,122,Box Score,,17283,,7:00 pm
2004-11-12,Indiana Pacers,104,Philadelphia 76ers,106,Box Score,OT,15729,,7:00 pm
2004-11-12,Miami Heat,84,San Antonio Spurs,93,Box Score,,18797,,8:00 pm
2004-11-12,Toronto Raptors,87,Seattle SuperSonics,88,Box Score,,15702,,10:30 pm
2004-11-13,San Antonio Spurs,103,Atlanta Hawks,88,Box Score,,11326,,7:00 pm
2004-11-13,Golden State Warriors,103,Charlotte Bobcats,87,Box Score,,12376,,7:00 pm
2004-11-13,Los Angeles Clippers,97,Chicago Bulls,96,Box Score,,21764,,8:30 pm
2004-11-13,Washington Wizards,74,Cleveland Cavaliers,105,Box Score,,16105,,1:00 pm
2004-11-13,Los Angeles Lakers,84,Houston Rockets,79,Box Score,,18181,,8:30 pm
2004-11-13,New York Knicks,97,Indiana Pacers,103,Box Score,,17548,,8:00 pm
2004-11-13,New Orleans Hornets,91,Milwaukee Bucks,94,Box Score,,16333,,8:30 pm
2004-11-13,Dallas Mavericks,94,New Jersey Nets,78,Box Score,,12975,,1:00 pm
2004-11-13,Sacramento Kings,113,Phoenix Suns,111,Box Score,,18422,,9:00 pm
2004-11-13,Toronto Raptors,102,Portland Trail Blazers,105,Box Score,,16362,,10:00 pm
2004-11-13,Detroit Pistons,93,Utah Jazz,108,Box Score,,19911,,9:00 pm
2004-11-14,Milwaukee Bucks,110,Miami Heat,112,Box Score,2OT,18984,,6:00 pm
2004-11-14,Orlando Magic,87,Philadelphia 76ers,96,Box Score,,17457,,2:00 pm
2004-11-14,Denver Nuggets,89,Sacramento Kings,101,Box Score,,17317,,9:00 pm
2004-11-14,Memphis Grizzlies,113,Seattle SuperSonics,118,Box Score,,12302,,8:00 pm
2004-11-14,Dallas Mavericks,122,Washington Wizards,113,Box Score,,15420,,1:00 pm
2004-11-15,Golden State Warriors,88,Cleveland Cavaliers,99,Box Score,,20562,,7:00 pm
2004-11-15,Houston Rockets,80,New Jersey Nets,69,Box Score,,13942,,7:30 pm
2004-11-16,Houston Rockets,84,Atlanta Hawks,88,Box Score,,16595,,7:30 pm
2004-11-16,Utah Jazz,107,Charlotte Bobcats,105,Box Score,,10412,,7:00 pm
2004-11-16,Phoenix Suns,107,Dallas Mavericks,101,Box Score,,20238,,8:30 pm
2004-11-16,Toronto Raptors,89,Los Angeles Clippers,101,Box Score,,14985,,10:30 pm
2004-11-16,Miami Heat,97,Minnesota Timberwolves,108,Box Score,,17347,,8:00 pm
2004-11-16,Seattle SuperSonics,103,Philadelphia 76ers,95,Box Score,,15589,,7:00 pm
2004-11-16,Chicago Bulls,106,Sacramento Kings,113,Box Score,,17317,,10:00 pm
2004-11-16,New York Knicks,81,San Antonio Spurs,99,Box Score,,17705,,8:30 pm
2004-11-17,Toronto Raptors,106,Denver Nuggets,112,Box Score,,14818,,9:00 pm
2004-11-17,Minnesota Timberwolves,85,Detroit Pistons,93,Box Score,,22076,,7:30 pm
2004-11-17,Chicago Bulls,85,Golden State Warriors,98,Box Score,,14866,,10:30 pm
2004-11-17,Atlanta Hawks,86,Indiana Pacers,93,Box Score,,14632,,7:00 pm
2004-11-17,Los Angeles Clippers,89,Los Angeles Lakers,103,Box Score,,18997,,10:30 pm
2004-11-17,Miami Heat,113,Milwaukee Bucks,106,Box Score,,15891,,9:00 pm
2004-11-17,Seattle SuperSonics,79,New Jersey Nets,68,Box Score,,12127,,7:30 pm
2004-11-17,Phoenix Suns,95,New Orleans Hornets,84,Box Score,,11359,,8:00 pm
2004-11-17,Utah Jazz,92,Orlando Magic,107,Box Score,,13386,,7:00 pm
2004-11-17,Memphis Grizzlies,101,Portland Trail Blazers,82,Box Score,,14176,,10:00 pm
2004-11-17,Boston Celtics,105,Washington Wizards,110,Box Score,OT,14613,,7:00 pm
2004-11-18,Cleveland Cavaliers,106,Charlotte Bobcats,89,Box Score,,14706,,7:00 pm
2004-11-18,New York Knicks,93,Houston Rockets,92,Box Score,,11939,,9:30 pm
2004-11-18,San Antonio Spurs,88,Philadelphia 76ers,80,Box Score,,16446,,7:00 pm
2004-11-19,San Antonio Spurs,92,Boston Celtics,84,Box Score,,15586,,7:30 pm
2004-11-19,New York Knicks,101,Dallas Mavericks,103,Box Score,,19658,,8:30 pm
2004-11-19,Chicago Bulls,81,Denver Nuggets,99,Box Score,,17171,,9:00 pm
2004-11-19,Indiana Pacers,97,Detroit Pistons,82,Box Score,,22076,,8:00 pm
