date,start_time,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes
2013-03-20,7:00 pm,Miami Heat,98,Cleveland Cavaliers,95,Box Score,,20562,
2013-03-20,8:00 pm,Brooklyn Nets,113,Dallas Mavericks,96,Box Score,,19962,
2013-03-20,8:00 pm,Utah Jazz,93,Houston Rockets,100,Box Score,,15739,
2013-03-20,10:30 pm,Philadelphia 76ers,72,Los Angeles Clippers,101,Box Score,,19187,
2013-03-20,8:00 pm,Oklahoma City Thunder,89,Memphis Grizzlies,90,Box Score,OT,18119,
2013-03-20,8:00 pm,Boston Celtics,86,New Orleans Hornets,87,Box Score,,14740,
2013-03-20,7:30 pm,Orlando Magic,94,New York Knicks,106,Box Score,,19033,
2013-03-20,10:00 pm,Washington Wizards,88,Phoenix Suns,79,Box Score,,14819,
2013-03-20,8:30 pm,Golden State Warriors,93,San Antonio Spurs,104,Box Score,,17751,
2013-03-21,8:00 pm,Portland Trail Blazers,99,Chicago Bulls,89,Box Score,,21946,
2013-03-21,9:00 pm,Philadelphia 76ers,100,Denver Nuggets,101,Box Score,,19155,
2013-03-21,10:00 pm,Minnesota Timberwolves,98,Sacramento Kings,101,Box Score,,12176,
2013-03-22,7:30 pm,Portland Trail Blazers,104,Atlanta Hawks,93,Box Score,,16348,
2013-03-22,8:30 pm,Boston Celtics,94,Dallas Mavericks,104,Box Score,,20387,
2013-03-22,8:00 pm,Cleveland Cavaliers,78,Houston Rockets,116,Box Score,,15694,
2013-03-22,7:00 pm,Milwaukee Bucks,78,Indiana Pacers,102,Box Score,,18165,
2013-03-22,10:30 pm,Washington Wizards,103,Los Angeles Lakers,100,Box Score,,18997,
2013-03-22,7:30 pm,Detroit Pistons,89,Miami Heat,103,Box Score,,20350,
2013-03-22,8:00 pm,Memphis Grizzlies,83,New Orleans Hornets,90,Box Score,,16494,
2013-03-22,7:00 pm,Oklahoma City Thunder,97,Orlando Magic,89,Box Score,,17429,
2013-03-22,10:00 pm,Minnesota Timberwolves,117,Phoenix Suns,86,Box Score,,16155,
2013-03-22,8:30 pm,Utah Jazz,97,San Antonio Spurs,104,Box Score,OT,18581,
2013-03-22,7:00 pm,New York Knicks,99,Toronto Raptors,94,Box Score,,19800,
2013-03-23,7:00 pm,Detroit Pistons,92,Charlotte Bobcats,91,Box Score,,16375,
2013-03-23,8:00 pm,Indiana Pacers,84,Chicago Bulls,87,Box Score,,22494,
2013-03-23,9:00 pm,Sacramento Kings,95,Denver Nuggets,101,Box Score,,19155,
2013-03-23,10:30 pm,Washington Wizards,92,Golden State Warriors,101,Box Score,,19596,
2013-03-23,10:30 pm,Brooklyn Nets,95,Los Angeles Clippers,101,Box Score,,19506,
2013-03-23,8:00 pm,Boston Celtics,106,Memphis Grizzlies,110,Box Score,,18119,
2013-03-23,7:30 pm,Toronto Raptors,84,New York Knicks,110,Box Score,,19033,
2013-03-24,7:30 pm,Utah Jazz,108,Dallas Mavericks,113,Box Score,,19821,
2013-03-24,7:00 pm,San Antonio Spurs,95,Houston Rockets,96,Box Score,,18245,
2013-03-24,6:00 pm,Charlotte Bobcats,77,Miami Heat,109,Box Score,,20350,
2013-03-24,3:00 pm,Atlanta Hawks,104,Milwaukee Bucks,99,Box Score,,17587,
2013-03-24,7:00 pm,Chicago Bulls,104,Minnesota Timberwolves,97,Box Score,,17330,
2013-03-24,7:00 pm,Portland Trail Blazers,83,Oklahoma City Thunder,103,Box Score,,18203,
2013-03-24,9:00 pm,Brooklyn Nets,102,Phoenix Suns,100,Box Score,,14800,
2013-03-24,9:00 pm,Philadelphia 76ers,117,Sacramento Kings,103,Box Score,,14647,
2013-03-25,10:30 pm,Los Angeles Lakers,103,Golden State Warriors,109,Box Score,,19596,
2013-03-25,7:00 pm,Atlanta Hawks,94,Indiana Pacers,100,Box Score,,14336,
2013-03-25,8:00 pm,Denver Nuggets,86,New Orleans Hornets,110,Box Score,,11185,
2013-03-25,7:00 pm,Miami Heat,108,Orlando Magic,94,Box Score,,18846,
2013-03-25,9:00 pm,Philadelphia 76ers,91,Utah Jazz,107,Box Score,,17336,
2013-03-25,7:00 pm,Memphis Grizzlies,94,Washington Wizards,107,Box Score,,17868,
2013-03-26,7:00 pm,New York Knicks,100,Boston Celtics,85,Box Score,,18624,
2013-03-26,9:30 pm,Los Angeles Clippers,102,Dallas Mavericks,109,Box Score,OT,20291,
2013-03-26,7:30 pm,Minnesota Timberwolves,105,Detroit Pistons,82,Box Score,,16877,
2013-03-27,7:00 pm,Orlando Magic,108,Charlotte Bobcats,114,Box Score,,11839,
2013-03-27,8:00 pm,Miami Heat,97,Chicago Bulls,101,Box Score,,23014,
2013-03-27,7:00 pm,Boston Celtics,93,Cleveland Cavaliers,92,Box Score,,17130,
2013-03-27,10:30 pm,Sacramento Kings,105,Golden State Warriors,98,Box Score,,19596,
2013-03-27,8:00 pm,Indiana Pacers,100,Houston Rockets,91,Box Score,,18134,
2013-03-27,8:00 pm,Los Angeles Lakers,120,Minnesota Timberwolves,117,Box Score,,18029,
2013-03-27,8:00 pm,Los Angeles Clippers,105,New Orleans Hornets,91,Box Score,,15128,
2013-03-27,7:30 pm,Memphis Grizzlies,101,New York Knicks,108,Box Score,,19033,
2013-03-27,8:00 pm,Washington Wizards,80,Oklahoma City Thunder,103,Box Score,,18203,
2013-03-27,7:00 pm,Milwaukee Bucks,92,Philadelphia 76ers,100,Box Score,,16640,
2013-03-27,10:30 pm,Brooklyn Nets,111,Portland Trail Blazers,93,Box Score,,20127,
2013-03-27,8:30 pm,Denver Nuggets,99,San Antonio Spurs,100,Box Score,,18581,
2013-03-27,7:00 pm,Atlanta Hawks,107,Toronto Raptors,88,Box Score,,18206,
2013-03-27,9:00 pm,Phoenix Suns,88,Utah Jazz,103,Box Score,,16949,
2013-03-28,8:30 pm,Indiana Pacers,103,Dallas Mavericks,78,Box Score,,20037,
2013-03-28,8:00 pm,Los Angeles Lakers,103,Milwaukee Bucks,113,Box Score,,16884,
2013-03-28,10:00 pm,Sacramento Kings,117,Phoenix Suns,103,Box Score,,15086,
2013-03-29,7:30 pm,Atlanta Hawks,107,Boston Celtics,118,Box Score,,18624,
2013-03-29,7:30 pm,Philadelphia 76ers,97,Cleveland Cavaliers,87,Box Score,,17324,
2013-03-29,9:00 pm,Brooklyn Nets,87,Denver Nuggets,109,Box Score,,19155,
2013-03-29,7:30 pm,Toronto Raptors,99,Detroit Pistons,82,Box Score,,19322,
2013-03-29,8:00 pm,Houston Rockets,94,Memphis Grizzlies,103,Box Score,,18119,
2013-03-29,8:00 pm,Oklahoma City Thunder,93,Minnesota Timberwolves,101,Box Score,,18121,
2013-03-29,8:00 pm,Miami Heat,108,New Orleans Hornets,89,Box Score,,18647,
2013-03-29,7:30 pm,Charlotte Bobcats,102,New York Knicks,111,Box Score,,19033,
2013-03-29,7:00 pm,Washington Wizards,92,Orlando Magic,97,Box Score,,17998,
2013-03-29,10:00 pm,Utah Jazz,105,Portland Trail Blazers,95,Box Score,,19527,
2013-03-29,8:30 pm,Los Angeles Clippers,102,San Antonio Spurs,104,Box Score,,18581,
2013-03-30,7:00 pm,Orlando Magic,88,Atlanta Hawks,97,Box Score,,17152,
2013-03-30,2:00 pm,Chicago Bulls,98,Dallas Mavericks,100,Box Score,,20502,
2013-03-30,10:30 pm,Portland Trail Blazers,98,Golden State Warriors,125,Box Score,,19596,
2013-03-30,8:00 pm,Los Angeles Clippers,81,Houston Rockets,98,Box Score,,18303,
2013-03-30,8:30 pm,Oklahoma City Thunder,109,Milwaukee Bucks,99,Box Score,,17578,
2013-03-30,8:00 pm,Memphis Grizzlies,99,Minnesota Timberwolves,86,Box Score,,13680,
2013-03-30,8:00 pm,Charlotte Bobcats,92,Philadelphia 76ers,100,Box Score,,16764,
2013-03-30,10:00 pm,Indiana Pacers,112,Phoenix Suns,104,Box Score,,17090,
2013-03-30,10:00 pm,Los Angeles Lakers,103,Sacramento Kings,98,Box Score,,17317,
2013-03-30,9:00 pm,Brooklyn Nets,107,Utah Jazz,116,Box Score,,18008,
2013-03-31,7:00 pm,Detroit Pistons,94,Chicago Bulls,95,Box Score,,21864,
2013-03-31,6:00 pm,Cleveland Cavaliers,92,New Orleans Hornets,112,Box Score,,11008,
2013-03-31,7:30 pm,Boston Celtics,89,New York Knicks,108,Box Score,,19033,
2013-03-31,7:00 pm,Miami Heat,88,San Antonio Spurs,86,Box Score,,18581,
2013-03-31,6:00 pm,Toronto Raptors,92,Washington Wizards,109,Box Score,,14360,
2013-04-01,7:30 pm,Cleveland Cavaliers,94,Atlanta Hawks,102,Box Score,,13026,
2013-04-01,8:00 pm,Orlando Magic,103,Houston Rockets,111,Box Score,,16273,
2013-04-01,10:30 pm,Indiana Pacers,109,Los Angeles Clippers,106,Box Score,,19384,
2013-04-01,8:00 pm,San Antonio Spurs,90,Memphis Grizzlies,92,Box Score,,16642,
2013-04-01,8:00 pm,Charlotte Bobcats,102,Milwaukee Bucks,131,Box Score,,15315,
2013-04-01,8:00 pm,Boston Celtics,100,Minnesota Timberwolves,110,Box Score,,14546,
2013-04-01,7:00 pm,Detroit Pistons,108,Toronto Raptors,98,Box Score,,17115,
2013-04-01,9:00 pm,Portland Trail Blazers,102,Utah Jazz,112,Box Score,,18336,
2013-04-02,10:30 pm,Dallas Mavericks,81,Los Angeles Lakers,101,Box Score,,18997,
2013-04-02,8:00 pm,New York Knicks,102,Miami Heat,90,Box Score,,20300,
2013-04-02,7:00 pm,Chicago Bulls,86,Washington Wizards,90,Box Score,,17319,
2013-04-03,7:00 pm,New York Knicks,95,Atlanta Hawks,82,Box Score,,17404,
2013-04-03,7:30 pm,Detroit Pistons,93,Boston Celtics,98,Box Score,,18624,
2013-04-03,7:00 pm,Philadelphia 76ers,83,Charlotte Bobcats,88,Box Score,,13097,
2013-04-03,7:00 pm,Brooklyn Nets,113,Cleveland Cavaliers,95,Box Score,,14863,
2013-04-03,10:30 pm,New Orleans Hornets,88,Golden State Warriors,98,Box Score,,19596,
2013-04-03,10:30 pm,Phoenix Suns,101,Los Angeles Clippers,126,Box Score,,19137,
2013-04-03,8:00 pm,Minnesota Timberwolves,107,Milwaukee Bucks,98,Box Score,,15386,
2013-04-03,10:00 pm,Memphis Grizzlies,94,Portland Trail Blazers,76,Box Score,,19275,
2013-04-03,10:00 pm,Houston Rockets,112,Sacramento Kings,102,Box Score,,12377,
2013-04-03,8:30 pm,Orlando Magic,84,San Antonio Spurs,98,Box Score,,18581,
2013-04-03,7:00 pm,Washington Wizards,78,Toronto Raptors,88,Box Score,,15783,
2013-04-03,9:00 pm,Denver Nuggets,113,Utah Jazz,96,Box Score,,17654,
2013-04-04,7:00 pm,Chicago Bulls,92,Brooklyn Nets,90,Box Score,,17732,
2013-04-04,9:00 pm,Dallas Mavericks,94,Denver Nuggets,95,Box Score,,19155,
2013-04-04,9:30 pm,San Antonio Spurs,88,Oklahoma City Thunder,100,Box Score,,18203,
2013-04-05,7:30 pm,Philadelphia 76ers,101,Atlanta Hawks,90,Box Score,,17020,
2013-04-05,7:30 pm,Cleveland Cavaliers,97,Boston Celtics,91,Box Score,,18624,
2013-04-05,8:00 pm,Miami Heat,89,Charlotte Bobcats,79,Box Score,,19568,
2013-04-05,8:00 pm,Orlando Magic,86,Chicago Bulls,87,Box Score,,22268,
2013-04-05,8:00 pm,Oklahoma City Thunder,97,Indiana Pacers,75,Box Score,,18165,
2013-04-05,10:30 pm,Memphis Grizzlies,84,Los Angeles Lakers,86,Box Score,,18997,
2013-04-05,8:00 pm,Toronto Raptors,95,Minnesota Timberwolves,93,Box Score,,16661,
2013-04-05,7:30 pm,Milwaukee Bucks,83,New York Knicks,101,Box Score,,19033,
2013-04-05,10:00 pm,Golden State Warriors,111,Phoenix Suns,107,Box Score,,18422,
2013-04-05,10:30 pm,Houston Rockets,116,Portland Trail Blazers,98,Box Score,,20400,
2013-04-05,10:00 pm,Dallas Mavericks,117,Sacramento Kings,108,Box Score,,13903,
2013-04-05,9:00 pm,New Orleans Hornets,83,Utah Jazz,95,Box Score,,18023,
2013-04-06,7:30 pm,Charlotte Bobcats,96,Brooklyn Nets,105,Box Score,,17444,
2013-04-06,9:00 pm,Houston Rockets,114,Denver Nuggets,132,Box Score,,19155,
2013-04-06,7:30 pm,Philadelphia 76ers,87,Miami Heat,106,Box Score,,20168,
2013-04-06,8:30 pm,Toronto Raptors,83,Milwaukee Bucks,100,Box Score,,16746,
2013-04-06,8:00 pm,Detroit Pistons,101,Minnesota Timberwolves,107,Box Score,,15311,
2013-04-06,8:30 pm,Atlanta Hawks,97,San Antonio Spurs,99,Box Score,,18581,
2013-04-06,7:00 pm,Indiana Pacers,85,Washington Wizards,104,Box Score,,19360,
2013-04-07,6:00 pm,Washington Wizards,96,Boston Celtics,107,Box Score,,18624,
2013-04-07,6:00 pm,Orlando Magic,85,Cleveland Cavaliers,91,Box Score,,16341,
2013-04-07,7:30 pm,Chicago Bulls,85,Detroit Pistons,99,Box Score,,19577,
2013-04-07,8:00 pm,Utah Jazz,97,Golden State Warriors,90,Box Score,,19596,
2013-04-07,3:30 pm,Los Angeles Lakers,95,Los Angeles Clippers,109,Box Score,,19768,
2013-04-07,1:00 pm,New York Knicks,125,Oklahoma City Thunder,120,Box Score,,18203,
2013-04-07,9:00 pm,New Orleans Hornets,95,Phoenix Suns,92,Box Score,,16780,
2013-04-07,9:00 pm,Dallas Mavericks,96,Portland Trail Blazers,91,Box Score,,20228,
2013-04-07,6:00 pm,Memphis Grizzlies,89,Sacramento Kings,87,Box Score,,15205,
2013-04-09,7:30 pm,Philadelphia 76ers,83,Brooklyn Nets,104,Box Score,,17192,
2013-04-09,8:00 pm,Toronto Raptors,101,Chicago Bulls,98,Box Score,,21487,
2013-04-09,10:30 pm,Minnesota Timberwolves,89,Golden State Warriors,105,Box Score,,19596,
2013-04-09,8:00 pm,Phoenix Suns,98,Houston Rockets,101,Box Score,,16673,
2013-04-09,7:00 pm,Cleveland Cavaliers,94,Indiana Pacers,99,Box Score,,15279,
2013-04-09,10:30 pm,New Orleans Hornets,96,Los Angeles Lakers,104,Box Score,,18997,
2013-04-09,8:00 pm,Charlotte Bobcats,75,Memphis Grizzlies,94,Box Score,,16591,
2013-04-09,7:30 pm,Milwaukee Bucks,83,Miami Heat,94,Box Score,,19834,
2013-04-09,7:30 pm,Washington Wizards,99,New York Knicks,120,Box Score,,19033,
2013-04-09,9:00 pm,Oklahoma City Thunder,90,Utah Jazz,80,Box Score,,19610,
2013-04-10,8:00 pm,Brooklyn Nets,101,Boston Celtics,93,Box Score,,18624,
2013-04-10,7:00 pm,Detroit Pistons,111,Cleveland Cavaliers,104,Box Score,,13844,
2013-04-10,8:30 pm,Phoenix Suns,102,Dallas Mavericks,91,Box Score,,19725,
2013-04-10,10:30 pm,San Antonio Spurs,86,Denver Nuggets,96,Box Score,,16651,
2013-04-10,10:30 pm,Minnesota Timberwolves,95,Los Angeles Clippers,111,Box Score,,19060,
2013-04-10,7:00 pm,Milwaukee Bucks,103,Orlando Magic,113,Box Score,OT,17127,
2013-04-10,7:00 pm,Atlanta Hawks,124,Philadelphia 76ers,101,Box Score,,17178,
2013-04-10,10:00 pm,Los Angeles Lakers,113,Portland Trail Blazers,106,Box Score,,20598,
2013-04-10,10:00 pm,New Orleans Hornets,110,Sacramento Kings,121,Box Score,,14275,
2013-04-10,7:00 pm,Miami Heat,103,Washington Wizards,98,Box Score,,20308,
2013-04-11,8:00 pm,New York Knicks,111,Chicago Bulls,118,Box Score,OT,22464,
2013-04-11,10:30 pm,Oklahoma City Thunder,116,Golden State Warriors,97,Box Score,,19596,
2013-04-12,7:30 pm,Milwaukee Bucks,104,Atlanta Hawks,109,Box Score,,16908,
2013-04-12,7:30 pm,New York Knicks,101,Cleveland Cavaliers,91,Box Score,,19430,
2013-04-12,8:30 pm,Denver Nuggets,105,Dallas Mavericks,108,Box Score,OT,20368,
2013-04-12,7:30 pm,Charlotte Bobcats,93,Detroit Pistons,113,Box Score,,19501,
2013-04-12,8:00 pm,Memphis Grizzlies,82,Houston Rockets,78,Box Score,,18163,
2013-04-12,7:00 pm,Brooklyn Nets,117,Indiana Pacers,109,Box Score,,18165,
2013-04-12,10:30 pm,Golden State Warriors,116,Los Angeles Lakers,118,Box Score,,18997,
2013-04-12,7:30 pm,Boston Celtics,101,Miami Heat,109,Box Score,,19990,
2013-04-12,8:00 pm,Los Angeles Clippers,96,New Orleans Hornets,93,Box Score,,15206,
2013-04-12,10:00 pm,Oklahoma City Thunder,106,Portland Trail Blazers,90,Box Score,,20577,
2013-04-12,8:30 pm,Sacramento Kings,101,San Antonio Spurs,108,Box Score,,18581,
2013-04-12,7:00 pm,Chicago Bulls,88,Toronto Raptors,97,Box Score,,19800,
2013-04-12,9:00 pm,Minnesota Timberwolves,100,Utah Jazz,107,Box Score,,19609,
2013-04-12,7:00 pm,Philadelphia 76ers,97,Washington Wizards,86,Box Score,,18476,
2013-04-13,7:00 pm,Milwaukee Bucks,85,Charlotte Bobcats,95,Box Score,,14680,
2013-04-13,8:00 pm,Los Angeles Clippers,91,Memphis Grizzlies,87,Box Score,,18119,
2013-04-13,8:00 pm,Phoenix Suns,93,Minnesota Timberwolves,105,Box Score,,16701,
2013-04-13,7:00 pm,Boston Celtics,120,Orlando Magic,88,Box Score,,17422,
2013-04-14,5:00 pm,Portland Trail Blazers,109,Denver Nuggets,118,Box Score,,19155,
2013-04-14,7:00 pm,Sacramento Kings,100,Houston Rockets,121,Box Score,,18138,
2013-04-14,9:30 pm,San Antonio Spurs,86,Los Angeles Lakers,91,Box Score,,18997,
2013-04-14,1:00 pm,Chicago Bulls,93,Miami Heat,105,Box Score,,19810,
2013-04-14,6:00 pm,Dallas Mavericks,107,New Orleans Hornets,89,Box Score,,17246,
2013-04-14,3:30 pm,Indiana Pacers,80,New York Knicks,90,Box Score,,19033,
2013-04-14,3:30 pm,Cleveland Cavaliers,77,Philadelphia 76ers,91,Box Score,,18764,
2013-04-14,3:30 pm,Brooklyn Nets,87,Toronto Raptors,93,Box Score,,17617,
2013-04-15,7:30 pm,Washington Wizards,101,Brooklyn Nets,106,Box Score,,16774,
2013-04-15,7:00 pm,New York Knicks,95,Charlotte Bobcats,106,Box Score,,15238,
2013-04-15,7:00 pm,Miami Heat,96,Cleveland Cavaliers,95,Box Score,,19091,
2013-04-15,8:00 pm,Memphis Grizzlies,103,Dallas Mavericks,97,Box Score,,19833,
2013-04-15,7:30 pm,Philadelphia 76ers,101,Detroit Pistons,109,Box Score,,17525,
2013-04-15,10:30 pm,San Antonio Spurs,106,Golden State Warriors,116,Box Score,,19596,
2013-04-15,8:00 pm,Denver Nuggets,112,Milwaukee Bucks,111,Box Score,,16517,
2013-04-15,8:00 pm,Utah Jazz,96,Minnesota Timberwolves,80,Box Score,,17009,
2013-04-15,8:00 pm,Sacramento Kings,95,Oklahoma City Thunder,104,Box Score,,18203,
2013-04-15,7:00 pm,Chicago Bulls,102,Orlando Magic,84,Box Score,,17297,
2013-04-15,10:00 pm,Houston Rockets,112,Phoenix Suns,119,Box Score,,17135,
2013-04-16,8:00 pm,Toronto Raptors,113,Atlanta Hawks,96,Box Score,,15200,
2013-04-16,10:30 pm,Portland Trail Blazers,77,Los Angeles Clippers,93,Box Score,,19183,
2013-04-17,8:00 pm,Detroit Pistons,99,Brooklyn Nets,103,Box Score,,16868,
2013-04-17,8:00 pm,Cleveland Cavaliers,98,Charlotte Bobcats,105,Box Score,,13487,
2013-04-17,8:00 pm,Washington Wizards,92,Chicago Bulls,95,Box Score,,22421,
2013-04-17,8:00 pm,New Orleans Hornets,87,Dallas Mavericks,99,Box Score,,19973,
2013-04-17,8:00 pm,Phoenix Suns,98,Denver Nuggets,118,Box Score,,17539,
2013-04-17,8:00 pm,Philadelphia 76ers,105,Indiana Pacers,95,Box Score,,18165,
2013-04-17,10:30 pm,Houston Rockets,95,Los Angeles Lakers,99,Box Score,OT,18997,
2013-04-17,8:00 pm,Utah Jazz,70,Memphis Grizzlies,86,Box Score,,16777,
2013-04-17,8:00 pm,Orlando Magic,93,Miami Heat,105,Box Score,,19949,
2013-04-17,8:00 pm,Atlanta Hawks,92,New York Knicks,98,Box Score,,19033,
2013-04-17,8:00 pm,Milwaukee Bucks,95,Oklahoma City Thunder,89,Box Score,,18203,
2013-04-17,10:30 pm,Golden State Warriors,99,Portland Trail Blazers,88,Box Score,,20261,
2013-04-17,10:30 pm,Los Angeles Clippers,112,Sacramento Kings,108,Box Score,,17317,
2013-04-17,8:00 pm,Minnesota Timberwolves,108,San Antonio Spurs,95,Box Score,,18581,
2013-04-17,8:00 pm,Boston Celtics,90,Toronto Raptors,114,Box Score,,17690,
2013-04-20,8:00 pm,Chicago Bulls,89,Brooklyn Nets,106,Box Score,,17732,
2013-04-20,7:30 pm,Golden State Warriors,95,Denver Nuggets,97,Box Score,,19155,
2013-04-20,1:30 am,Memphis Grizzlies,91,Los Angeles Clippers,112,Box Score,,19373,
2013-04-20,3:00 pm,Boston Celtics,78,New York Knicks,85,Box Score,,19033,
2013-04-21,1:00 pm,Atlanta Hawks,90,Indiana Pacers,107,Box Score,,18165,
2013-04-21,7:00 pm,Milwaukee Bucks,87,Miami Heat,110,Box Score,,20006,
2013-04-21,10:30 pm,Houston Rockets,91,Oklahoma City Thunder,120,Box Score,,18203,
2013-04-21,4:30 pm,Los Angeles Lakers,79,San Antonio Spurs,91,Box Score,,18581,
2013-04-22,8:00 pm,Chicago Bulls,90,Brooklyn Nets,82,Box Score,,17732,
2013-04-22,1:30 am,Memphis Grizzlies,91,Los Angeles Clippers,93,Box Score,,19276,
2013-04-23,12:30 am,Golden State Warriors,131,Denver Nuggets,117,Box Score,,19155,
2013-04-23,7:30 pm,Milwaukee Bucks,86,Miami Heat,98,Box Score,,20097,
2013-04-23,8:00 pm,Boston Celtics,71,New York Knicks,87,Box Score,,19033,
2013-04-24,7:30 pm,Atlanta Hawks,98,Indiana Pacers,113,Box Score,,18165,
2013-04-24,8:00 pm,Houston Rockets,102,Oklahoma City Thunder,105,Box Score,,18203,
2013-04-24,10:30 pm,Los Angeles Lakers,91,San Antonio Spurs,102,Box Score,,18581,
2013-04-25,9:30 pm,Brooklyn Nets,76,Chicago Bulls,79,Box Score,,21672,
2013-04-25,10:30 pm,Los Angeles Clippers,82,Memphis Grizzlies,94,Box Score,,18119,
2013-04-25,8:00 pm,Miami Heat,104,Milwaukee Bucks,91,Box Score,,18165,
2013-04-26,8:00 pm,New York Knicks,90,Boston Celtics,76,Box Score,,18624,
2013-04-26,1:30 am,Denver Nuggets,108,Golden State Warriors,110,Box Score,,19596,
2013-04-26,1:30 am,San Antonio Spurs,120,Los Angeles Lakers,89,Box Score,,18997,
2013-04-27,7:00 pm,Indiana Pacers,69,Atlanta Hawks,90,Box Score,,18238,
2013-04-27,3:00 pm,Brooklyn Nets,134,Chicago Bulls,142,Box Score,3OT,21758,
2013-04-27,10:30 pm,Oklahoma City Thunder,104,Houston Rockets,101,Box Score,,18163,
2013-04-27,5:30 pm,Los Angeles Clippers,83,Memphis Grizzlies,104,Box Score,,18119,
2013-04-28,1:00 pm,New York Knicks,90,Boston Celtics,97,Box Score,OT,18624,
2013-04-28,12:30 am,Denver Nuggets,101,Golden State Warriors,115,Box Score,,19596,
2013-04-28,10:00 pm,San Antonio Spurs,103,Los Angeles Lakers,82,Box Score,,18997,
2013-04-28,4:30 pm,Miami Heat,88,Milwaukee Bucks,77,Box Score,,18717,
2013-04-29,7:30 pm,Indiana Pacers,91,Atlanta Hawks,102,Box Score,,18241,
2013-04-29,7:00 pm,Chicago Bulls,91,Brooklyn Nets,110,Box Score,,17732,
2013-04-29,10:30 pm,Oklahoma City Thunder,103,Houston Rockets,105,Box Score,,18081,
2013-04-30,10:00 pm,Golden State Warriors,100,Denver Nuggets,107,Box Score,,19155,
2013-04-30,1:30 am,Memphis Grizzlies,103,Los Angeles Clippers,93,Box Score,,19384,
2013-05-01,8:00 pm,Atlanta Hawks,83,Indiana Pacers,106,Box Score,,18165,
2013-05-01,7:00 pm,Boston Celtics,92,New York Knicks,86,Box Score,,19033,
2013-05-01,10:30 pm,Houston Rockets,107,Oklahoma City Thunder,100,Box Score,,18203,
2013-05-02,9:00 pm,Brooklyn Nets,95,Chicago Bulls,92,Box Score,,21810,
2013-05-02,1:30 am,Denver Nuggets,88,Golden State Warriors,92,Box Score,,19596,
2013-05-03,7:00 pm,Indiana Pacers,81,Atlanta Hawks,73,Box Score,,18238,
2013-05-03,7:00 pm,New York Knicks,88,Boston Celtics,80,Box Score,,18624,
2013-05-03,10:30 pm,Oklahoma City Thunder,103,Houston Rockets,94,Box Score,,18357,
2013-05-03,10:30 pm,Los Angeles Clippers,105,Memphis Grizzlies,118,Box Score,,18119,
2013-05-04,8:00 pm,Chicago Bulls,99,Brooklyn Nets,93,Box Score,,17732,
2013-05-05,3:30 pm,Indiana Pacers,102,New York Knicks,95,Box Score,,19033,
2013-05-05,2:00 pm,Memphis Grizzlies,91,Oklahoma City Thunder,93,Box Score,,18203,
2013-05-06,7:00 pm,Chicago Bulls,93,Miami Heat,86,Box Score,,19685,
2013-05-06,10:30 pm,Golden State Warriors,127,San Antonio Spurs,129,Box Score,2OT,18581,
2013-05-07,7:00 pm,Indiana Pacers,79,New York Knicks,105,Box Score,,19033,
2013-05-07,10:30 pm,Memphis Grizzlies,99,Oklahoma City Thunder,93,Box Score,,18203,
2013-05-08,7:00 pm,Chicago Bulls,78,Miami Heat,115,Box Score,,19817,
2013-05-08,10:30 pm,Golden State Warriors,100,San Antonio Spurs,91,Box Score,,18581,
2013-05-10,9:00 pm,Miami Heat,104,Chicago Bulls,94,Box Score,,22675,
2013-05-10,1:30 am,San Antonio Spurs,102,Golden State Warriors,92,Box Score,,19596,
2013-05-11,8:00 pm,New York Knicks,71,Indiana Pacers,82,Box Score,,18165,
2013-05-11,6:00 pm,Oklahoma City Thunder,81,Memphis Grizzlies,87,Box Score,,18119,
2013-05-12,6:30 pm,San Antonio Spurs,87,Golden State Warriors,97,Box Score,OT,19596,
2013-05-13,8:00 pm,Miami Heat,88,Chicago Bulls,65,Box Score,,21990,
2013-05-13,10:30 pm,Oklahoma City Thunder,97,Memphis Grizzlies,103,Box Score,OT,18119,
2013-05-14,7:00 pm,New York Knicks,82,Indiana Pacers,93,Box Score,,18165,
2013-05-14,10:30 pm,Golden State Warriors,91,San Antonio Spurs,109,Box Score,,18581,
2013-05-15,7:00 pm,Chicago Bulls,91,Miami Heat,94,Box Score,,20025,
2013-05-15,10:30 pm,Memphis Grizzlies,88,Oklahoma City Thunder,84,Box Score,,18203,
2013-05-16,1:30 am,San Antonio Spurs,94,Golden State Warriors,82,Box Score,,19596,
2013-05-16,8:00 pm,Indiana Pacers,75,New York Knicks,85,Box Score,,19033,
2013-05-18,8:00 pm,New York Knicks,99,Indiana Pacers,106,Box Score,,18165,
2013-05-19,4:30 pm,Memphis Grizzlies,83,San Antonio Spurs,105,Box Score,,18581,
2013-05-21,10:00 pm,Memphis Grizzlies,89,San Antonio Spurs,93,Box Score,OT,18581,
2013-05-22,8:30 pm,Indiana Pacers,102,Miami Heat,103,Box Score,OT,19679,
2013-05-24,8:30 pm,Indiana Pacers,97,Miami Heat,93,Box Score,,20022,
2013-05-25,10:00 pm,San Antonio Spurs,104,Memphis Grizzlies,93,Box Score,OT,18119,
2013-05-26,8:30 pm,Miami Heat,114,Indiana Pacers,96,Box Score,,18165,
2013-05-27,10:00 pm,San Antonio Spurs,93,Memphis Grizzlies,86,Box Score,,18119,
2013-05-28,8:30 pm,Miami Heat,92,Indiana Pacers,99,Box Score,,18165,
