date,start_time,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes
2004-03-10,8:00 pm,Miami Heat,84,New Orleans Hornets,95,Box Score,,11036,
2004-03-10,7:00 pm,Washington Wizards,99,Orlando Magic,108,Box Score,,12538,
2004-03-10,10:00 pm,Minnesota Timberwolves,79,Portland Trail Blazers,92,Box Score,,15456,
2004-03-10,8:30 pm,Los Angeles Clippers,90,San Antonio Spurs,108,Box Score,,16919,
2004-03-10,7:00 pm,Cleveland Cavaliers,106,Toronto Raptors,92,Box Score,,17459,
2004-03-10,9:00 pm,Golden State Warriors,77,Utah Jazz,91,Box Score,,19587,
2004-03-11,7:30 pm,New Orleans Hornets,86,Houston Rockets,97,Box Score,,13587,
2004-03-11,10:00 pm,Dallas Mavericks,102,Sacramento Kings,120,Box Score,,17317,
2004-03-12,7:30 pm,Washington Wizards,124,Atlanta Hawks,138,Box Score,,12591,
2004-03-12,7:30 pm,Indiana Pacers,99,Boston Celtics,81,Box Score,,17453,
2004-03-12,8:00 pm,Los Angeles Clippers,89,Memphis Grizzlies,98,Box Score,,17649,
2004-03-12,7:30 pm,Seattle SuperSonics,74,Miami Heat,82,Box Score,,14422,
2004-03-12,8:30 pm,Denver Nuggets,117,Milwaukee Bucks,111,Box Score,,18717,
2004-03-12,8:00 pm,Los Angeles Lakers,86,Minnesota Timberwolves,96,Box Score,,20391,
2004-03-12,7:30 pm,Chicago Bulls,76,New Jersey Nets,88,Box Score,,18126,
2004-03-12,7:00 pm,New York Knicks,94,Philadelphia 76ers,99,Box Score,2OT,20859,
2004-03-12,9:00 pm,Utah Jazz,99,Phoenix Suns,90,Box Score,,14790,
2004-03-12,10:00 pm,Sacramento Kings,81,Portland Trail Blazers,83,Box Score,,20308,
2004-03-12,8:30 pm,Golden State Warriors,74,San Antonio Spurs,99,Box Score,,17174,
2004-03-13,8:30 pm,Los Angeles Lakers,88,Chicago Bulls,81,Box Score,,23067,
2004-03-13,8:30 pm,Memphis Grizzlies,80,Houston Rockets,88,Box Score,,18157,
2004-03-13,8:00 pm,Golden State Warriors,84,New Orleans Hornets,102,Box Score,,13181,
2004-03-13,7:00 pm,Seattle SuperSonics,115,Orlando Magic,101,Box Score,,14585,
2004-03-13,9:00 pm,Dallas Mavericks,113,Phoenix Suns,90,Box Score,,16705,
2004-03-13,7:00 pm,Boston Celtics,111,Washington Wizards,102,Box Score,,14789,
2004-03-14,3:00 pm,Indiana Pacers,104,Cleveland Cavaliers,107,Box Score,,20562,
2004-03-14,10:00 pm,Utah Jazz,75,Denver Nuggets,102,Box Score,,19522,
2004-03-14,1:00 pm,Philadelphia 76ers,69,Detroit Pistons,85,Box Score,,22076,
2004-03-14,10:30 pm,Dallas Mavericks,101,Los Angeles Clippers,88,Box Score,,18388,
2004-03-14,6:00 pm,New Jersey Nets,95,Miami Heat,104,Box Score,,14568,
2004-03-14,3:30 pm,New York Knicks,103,Milwaukee Bucks,100,Box Score,,18279,
2004-03-14,3:30 pm,Portland Trail Blazers,92,Minnesota Timberwolves,83,Box Score,,18787,
2004-03-14,3:30 pm,San Antonio Spurs,87,Sacramento Kings,101,Box Score,,17317,
2004-03-14,1:00 pm,Atlanta Hawks,84,Toronto Raptors,101,Box Score,,17628,
2004-03-15,10:00 pm,San Antonio Spurs,80,Golden State Warriors,97,Box Score,,14153,
2004-03-15,7:30 pm,Phoenix Suns,99,Houston Rockets,97,Box Score,OT,16328,
2004-03-15,10:30 pm,Orlando Magic,110,Los Angeles Lakers,113,Box Score,OT,18997,
2004-03-16,7:30 pm,Seattle SuperSonics,118,Atlanta Hawks,110,Box Score,,9339,
2004-03-16,7:00 pm,Chicago Bulls,87,Cleveland Cavaliers,111,Box Score,,17776,
2004-03-16,8:00 pm,Philadelphia 76ers,79,Memphis Grizzlies,82,Box Score,,18524,
2004-03-16,7:30 pm,New Orleans Hornets,83,Miami Heat,96,Box Score,,14412,
2004-03-16,8:00 pm,Portland Trail Blazers,100,Milwaukee Bucks,99,Box Score,,14736,
2004-03-16,7:30 pm,Sacramento Kings,77,New Jersey Nets,94,Box Score,,16949,
2004-03-16,7:30 pm,Washington Wizards,110,New York Knicks,114,Box Score,OT,19763,
2004-03-16,9:00 pm,Los Angeles Clippers,110,Phoenix Suns,98,Box Score,,15539,
2004-03-17,7:00 pm,Denver Nuggets,100,Boston Celtics,104,Box Score,,17763,
2004-03-17,8:30 pm,Atlanta Hawks,111,Dallas Mavericks,110,Box Score,,20474,
2004-03-17,10:30 pm,Orlando Magic,85,Golden State Warriors,110,Box Score,,15697,
2004-03-17,7:00 pm,Portland Trail Blazers,71,Indiana Pacers,80,Box Score,,15617,
2004-03-17,10:30 pm,Los Angeles Lakers,106,Los Angeles Clippers,103,Box Score,,19668,
2004-03-17,8:00 pm,Philadelphia 76ers,80,New Orleans Hornets,104,Box Score,,15049,
2004-03-17,7:30 pm,Utah Jazz,81,Toronto Raptors,85,Box Score,,17875,
2004-03-17,7:00 pm,Sacramento Kings,108,Washington Wizards,114,Box Score,,15255,
2004-03-18,8:00 pm,Seattle SuperSonics,97,Memphis Grizzlies,94,Box Score,,14179,
2004-03-18,7:00 pm,Detroit Pistons,89,New Jersey Nets,71,Box Score,,14799,
2004-03-18,9:30 pm,Minnesota Timberwolves,86,San Antonio Spurs,106,Box Score,,18797,
2004-03-19,7:30 pm,Utah Jazz,97,Cleveland Cavaliers,88,Box Score,,20562,
2004-03-19,8:00 pm,Boston Celtics,104,Dallas Mavericks,120,Box Score,,20257,
2004-03-19,8:00 pm,Denver Nuggets,75,Detroit Pistons,94,Box Score,,22076,
2004-03-19,10:30 pm,Houston Rockets,84,Golden State Warriors,90,Box Score,,19596,
2004-03-19,7:30 pm,Sacramento Kings,94,Indiana Pacers,92,Box Score,,18345,
2004-03-19,10:30 pm,Los Angeles Clippers,100,Los Angeles Lakers,106,Box Score,,18997,
2004-03-19,8:00 pm,Seattle SuperSonics,91,New Orleans Hornets,80,Box Score,,13186,
2004-03-19,7:30 pm,New Jersey Nets,65,New York Knicks,79,Box Score,,19763,
2004-03-19,9:00 pm,Minnesota Timberwolves,93,Phoenix Suns,80,Box Score,,18422,
2004-03-19,7:00 pm,Chicago Bulls,96,Toronto Raptors,91,Box Score,,19348,
2004-03-19,7:00 pm,Atlanta Hawks,84,Washington Wizards,94,Box Score,,13746,
2004-03-20,7:00 pm,Utah Jazz,87,Atlanta Hawks,81,Box Score,,14950,
2004-03-20,8:30 pm,New York Knicks,81,Chicago Bulls,87,Box Score,,21465,
2004-03-20,8:00 pm,Indiana Pacers,95,Memphis Grizzlies,99,Box Score,,16808,
2004-03-20,1:00 pm,Philadelphia 76ers,69,Miami Heat,101,Box Score,,16500,
2004-03-20,9:00 pm,Milwaukee Bucks,111,Phoenix Suns,123,Box Score,,18422,
2004-03-20,10:00 pm,Orlando Magic,73,Portland Trail Blazers,92,Box Score,,16693,
2004-03-20,8:30 pm,Boston Celtics,87,San Antonio Spurs,103,Box Score,,19034,
2004-03-21,4:00 pm,Detroit Pistons,96,Cleveland Cavaliers,76,Box Score,,20562,
2004-03-21,3:30 pm,Golden State Warriors,96,Los Angeles Clippers,85,Box Score,,16033,
2004-03-21,9:30 pm,Milwaukee Bucks,103,Los Angeles Lakers,104,Box Score,OT,18997,
2004-03-21,4:00 pm,Denver Nuggets,77,Minnesota Timberwolves,98,Box Score,,19557,
2004-03-21,1:30 pm,Dallas Mavericks,101,New Jersey Nets,98,Box Score,,17745,
2004-03-21,7:00 pm,Toronto Raptors,121,New Orleans Hornets,120,Box Score,OT,14307,
2004-03-21,7:30 pm,Houston Rockets,95,Sacramento Kings,100,Box Score,,17317,
2004-03-21,9:00 pm,Orlando Magic,67,Seattle SuperSonics,84,Box Score,,16504,
2004-03-21,4:00 pm,Miami Heat,101,Washington Wizards,81,Box Score,,17220,
2004-03-22,9:00 pm,Los Angeles Clippers,80,Denver Nuggets,102,Box Score,,16673,
2004-03-22,7:00 pm,Chicago Bulls,77,Indiana Pacers,101,Box Score,,14676,
2004-03-22,7:30 pm,Atlanta Hawks,84,New York Knicks,96,Box Score,,19763,
2004-03-22,7:00 pm,Dallas Mavericks,98,Philadelphia 76ers,107,Box Score,,19176,
2004-03-22,10:00 pm,Houston Rockets,93,Portland Trail Blazers,85,Box Score,OT,18083,
2004-03-23,8:30 pm,New Jersey Nets,84,Chicago Bulls,81,Box Score,,21291,
2004-03-23,7:00 pm,Phoenix Suns,103,Cleveland Cavaliers,86,Box Score,,19024,
2004-03-23,8:00 pm,Toronto Raptors,86,Memphis Grizzlies,95,Box Score,,13191,
2004-03-23,8:00 pm,San Antonio Spurs,81,Minnesota Timberwolves,86,Box Score,,20111,
2004-03-23,8:00 pm,Detroit Pistons,81,New Orleans Hornets,82,Box Score,,14377,
2004-03-23,10:00 pm,Milwaukee Bucks,112,Sacramento Kings,101,Box Score,,17317,
2004-03-23,9:00 pm,Washington Wizards,77,Utah Jazz,85,Box Score,,19911,
2004-03-24,9:00 pm,Minnesota Timberwolves,92,Denver Nuggets,101,Box Score,,19099,
2004-03-24,10:30 pm,Milwaukee Bucks,89,Golden State Warriors,98,Box Score,,14367,
2004-03-24,8:30 pm,Toronto Raptors,89,Houston Rockets,90,Box Score,OT,14388,
2004-03-24,8:00 pm,Dallas Mavericks,99,Indiana Pacers,103,Box Score,,16834,
2004-03-24,10:30 pm,Sacramento Kings,91,Los Angeles Lakers,115,Box Score,,18997,
2004-03-24,7:30 pm,Memphis Grizzlies,111,New York Knicks,97,Box Score,,19763,
2004-03-24,7:00 pm,Miami Heat,105,Orlando Magic,90,Box Score,,13695,
2004-03-24,7:00 pm,Phoenix Suns,94,Philadelphia 76ers,99,Box Score,,17947,
2004-03-24,10:00 pm,Los Angeles Clippers,85,Portland Trail Blazers,91,Box Score,,14211,
2004-03-24,10:00 pm,Utah Jazz,77,Seattle SuperSonics,84,Box Score,,17072,
2004-03-25,7:30 pm,New Orleans Hornets,76,Atlanta Hawks,84,Box Score,,14899,
2004-03-25,10:30 pm,Washington Wizards,103,Los Angeles Clippers,94,Box Score,,15293,
2004-03-25,8:30 pm,Detroit Pistons,75,San Antonio Spurs,84,Box Score,,17695,
2004-03-26,8:00 pm,New Jersey Nets,93,Boston Celtics,102,Box Score,,18624,
2004-03-26,8:30 pm,Milwaukee Bucks,115,Chicago Bulls,105,Box Score,,21246,
2004-03-26,10:30 pm,Washington Wizards,78,Golden State Warriors,99,Box Score,,15769,
2004-03-26,10:30 pm,Minnesota Timberwolves,73,Los Angeles Lakers,90,Box Score,,18997,
2004-03-26,8:00 pm,Houston Rockets,86,Memphis Grizzlies,109,Box Score,,19062,
2004-03-26,7:30 pm,Dallas Mavericks,118,Miami Heat,119,Box Score,OT,16500,
2004-03-26,8:00 pm,Phoenix Suns,99,New Orleans Hornets,94,Box Score,,13108,
2004-03-26,7:30 pm,Toronto Raptors,101,New York Knicks,108,Box Score,,19763,
2004-03-26,7:00 pm,Indiana Pacers,107,Orlando Magic,92,Box Score,,15571,
2004-03-26,7:00 pm,Cleveland Cavaliers,71,Philadelphia 76ers,86,Box Score,,20804,
2004-03-26,10:30 pm,Denver Nuggets,86,Seattle SuperSonics,102,Box Score,,17072,
2004-03-27,7:00 pm,Chicago Bulls,88,Atlanta Hawks,97,Box Score,,12466,
2004-03-27,7:30 pm,New Jersey Nets,104,Cleveland Cavaliers,107,Box Score,,20562,
2004-03-27,7:30 pm,New York Knicks,85,Detroit Pistons,100,Box Score,,22076,
2004-03-27,10:30 pm,Minnesota Timberwolves,98,Los Angeles Clippers,82,Box Score,,19424,
2004-03-27,10:00 pm,Seattle SuperSonics,108,Portland Trail Blazers,115,Box Score,OT,18554,
2004-03-27,8:30 pm,Phoenix Suns,76,San Antonio Spurs,105,Box Score,,18797,
2004-03-27,9:00 pm,Denver Nuggets,83,Utah Jazz,85,Box Score,,19911,
2004-03-28,6:30 pm,Philadelphia 76ers,65,Boston Celtics,89,Box Score,,18624,
2004-03-28,9:00 pm,Los Angeles Clippers,77,Golden State Warriors,105,Box Score,,15410,
2004-03-28,5:00 pm,Miami Heat,80,Indiana Pacers,87,Box Score,,17284,
2004-03-28,9:30 pm,Utah Jazz,84,Los Angeles Lakers,91,Box Score,,18997,
2004-03-28,4:00 pm,Houston Rockets,111,Milwaukee Bucks,107,Box Score,OT,18717,
2004-03-28,1:30 pm,Dallas Mavericks,118,Orlando Magic,88,Box Score,,16428,
2004-03-28,7:00 pm,Washington Wizards,92,Sacramento Kings,100,Box Score,,17317,
2004-03-28,1:00 pm,Memphis Grizzlies,94,Toronto Raptors,88,Box Score,,19088,
2004-03-29,7:30 pm,Memphis Grizzlies,136,Atlanta Hawks,133,Box Score,2OT,12665,
2004-03-29,8:30 pm,Minnesota Timberwolves,94,Houston Rockets,88,Box Score,,16270,
2004-03-29,7:30 pm,Chicago Bulls,96,Miami Heat,105,Box Score,,16500,
2004-03-29,7:30 pm,Boston Celtics,84,New Jersey Nets,80,Box Score,,14976,
2004-03-29,7:30 pm,Portland Trail Blazers,91,New York Knicks,92,Box Score,,19763,
2004-03-29,9:00 pm,Washington Wizards,95,Phoenix Suns,101,Box Score,,15124,
2004-03-29,8:30 pm,Cleveland Cavaliers,93,San Antonio Spurs,101,Box Score,,18797,
2004-03-30,8:30 pm,Cleveland Cavaliers,109,Dallas Mavericks,126,Box Score,,20575,
2004-03-30,9:00 pm,Seattle SuperSonics,119,Denver Nuggets,124,Box Score,,17699,
2004-03-30,10:30 pm,New Orleans Hornets,88,Los Angeles Lakers,107,Box Score,,18997,
2004-03-30,8:00 pm,Indiana Pacers,86,Milwaukee Bucks,95,Box Score,,17245,
2004-03-30,7:00 pm,Golden State Warriors,71,Philadelphia 76ers,95,Box Score,,17048,
2004-03-31,7:30 pm,Miami Heat,100,Atlanta Hawks,97,Box Score,,17055,
2004-03-31,7:00 pm,Portland Trail Blazers,105,Boston Celtics,98,Box Score,,15423,
2004-03-31,7:30 pm,Los Angeles Clippers,99,Detroit Pistons,108,Box Score,,22076,
2004-03-31,7:00 pm,Milwaukee Bucks,78,Indiana Pacers,111,Box Score,,15577,
2004-03-31,8:00 pm,Seattle SuperSonics,83,Minnesota Timberwolves,90,Box Score,,19006,
2004-03-31,7:00 pm,Chicago Bulls,109,Orlando Magic,91,Box Score,,13017,
2004-03-31,8:30 pm,Sacramento Kings,89,San Antonio Spurs,107,Box Score,,18797,
2004-03-31,7:30 pm,Golden State Warriors,85,Toronto Raptors,78,Box Score,,17116,
2004-03-31,9:00 pm,New Orleans Hornets,76,Utah Jazz,89,Box Score,,19911,
2004-03-31,7:00 pm,New Jersey Nets,103,Washington Wizards,99,Box Score,OT,16483,
2004-04-01,8:00 pm,Sacramento Kings,117,Dallas Mavericks,127,Box Score,,20533,
2004-04-01,10:30 pm,Houston Rockets,85,Los Angeles Lakers,93,Box Score,,18997,
2004-04-01,7:00 pm,Portland Trail Blazers,88,Philadelphia 76ers,82,Box Score,,17738,
2004-04-02,7:30 pm,Golden State Warriors,106,Boston Celtics,111,Box Score,,17960,
2004-04-02,8:30 pm,Los Angeles Clippers,110,Chicago Bulls,114,Box Score,OT,19443,
2004-04-02,9:00 pm,Houston Rockets,100,Denver Nuggets,110,Box Score,,19680,
2004-04-02,8:00 pm,Miami Heat,84,Detroit Pistons,92,Box Score,,22076,
2004-04-02,7:30 pm,Toronto Raptors,64,Indiana Pacers,84,Box Score,,17775,
2004-04-02,8:00 pm,Phoenix Suns,99,Memphis Grizzlies,109,Box Score,,19351,
2004-04-02,8:30 pm,Cleveland Cavaliers,89,Milwaukee Bucks,107,Box Score,,17813,
2004-04-02,8:00 pm,Washington Wizards,73,Minnesota Timberwolves,91,Box Score,,19159,
2004-04-02,8:00 pm,New York Knicks,83,New Jersey Nets,108,Box Score,,19968,
2004-04-02,7:00 pm,Atlanta Hawks,95,Orlando Magic,87,Box Score,,13760,
2004-04-02,10:30 pm,Los Angeles Lakers,97,Seattle SuperSonics,86,Box Score,,17072,
2004-04-02,9:00 pm,San Antonio Spurs,94,Utah Jazz,81,Box Score,,19911,
2004-04-03,8:30 pm,Miami Heat,97,Chicago Bulls,83,Box Score,,17764,
2004-04-03,7:30 pm,Golden State Warriors,103,Cleveland Cavaliers,100,Box Score,,20562,
2004-04-03,8:30 pm,Phoenix Suns,103,Dallas Mavericks,124,Box Score,,20348,
2004-04-03,7:00 pm,New York Knicks,86,Philadelphia 76ers,75,Box Score,,20686,
2004-04-03,10:00 pm,New Orleans Hornets,94,Portland Trail Blazers,81,Box Score,,18603,
2004-04-04,1:00 pm,Indiana Pacers,61,Detroit Pistons,79,Box Score,,22076,
2004-04-04,1:00 pm,Sacramento Kings,99,Houston Rockets,94,Box Score,,18148,
2004-04-04,9:30 pm,Utah Jazz,97,Los Angeles Clippers,92,Box Score,,17453,
2004-04-04,3:30 pm,San Antonio Spurs,95,Los Angeles Lakers,89,Box Score,,18997,
2004-04-04,3:30 pm,Memphis Grizzlies,82,Minnesota Timberwolves,90,Box Score,,19068,
2004-04-04,8:00 pm,Atlanta Hawks,89,New Jersey Nets,106,Box Score,,16134,
2004-04-04,9:00 pm,New Orleans Hornets,88,Seattle SuperSonics,96,Box Score,,17072,
2004-04-04,1:00 pm,Milwaukee Bucks,90,Toronto Raptors,83,Box Score,,17276,
2004-04-04,2:00 pm,Boston Celtics,102,Washington Wizards,112,Box Score,,18406,
2004-04-05,9:00 pm,Memphis Grizzlies,81,Utah Jazz,92,Box Score,,19911,
2004-04-06,7:30 pm,Philadelphia 76ers,103,Atlanta Hawks,100,Box Score,OT,14361,
2004-04-06,7:30 pm,Toronto Raptors,87,Cleveland Cavaliers,86,Box Score,,20071,
2004-04-06,8:30 pm,Seattle SuperSonics,108,Dallas Mavericks,118,Box Score,,20223,
2004-04-06,7:30 pm,Orlando Magic,86,Detroit Pistons,102,Box Score,,22076,
2004-04-06,10:30 pm,Houston Rockets,90,Golden State Warriors,97,Box Score,,19596,
2004-04-06,8:00 pm,New York Knicks,86,Indiana Pacers,107,Box Score,,17277,
2004-04-06,10:00 pm,Portland Trail Blazers,91,Los Angeles Lakers,80,Box Score,,18997,
2004-04-06,7:30 pm,Milwaukee Bucks,103,New Jersey Nets,98,Box Score,,13967,
2004-04-06,10:00 pm,New Orleans Hornets,91,Sacramento Kings,105,Box Score,,17317,
2004-04-07,10:30 pm,Houston Rockets,102,Los Angeles Clippers,79,Box Score,,19469,
2004-04-07,8:00 pm,Cleveland Cavaliers,74,Memphis Grizzlies,92,Box Score,,19351,
2004-04-07,7:30 pm,Boston Celtics,101,Miami Heat,104,Box Score,,16500,
2004-04-07,8:00 pm,Washington Wizards,107,Milwaukee Bucks,116,Box Score,,17002,
2004-04-07,7:30 pm,Chicago Bulls,82,New York Knicks,96,Box Score,,19763,
2004-04-07,10:00 pm,Denver Nuggets,111,Phoenix Suns,96,Box Score,,16797,
2004-04-07,10:00 pm,Golden State Warriors,81,Portland Trail Blazers,87,Box Score,,15722,
2004-04-07,8:30 pm,Seattle SuperSonics,75,San Antonio Spurs,96,Box Score,,18797,
2004-04-07,7:30 pm,Indiana Pacers,94,Toronto Raptors,90,Box Score,,17554,
2004-04-08,8:30 pm,Utah Jazz,94,Dallas Mavericks,117,Box Score,,20226,
2004-04-08,7:30 pm,Orlando Magic,81,New Jersey Nets,101,Box Score,,18515,
2004-04-08,10:00 pm,Minnesota Timberwolves,94,Sacramento Kings,86,Box Score,,17317,
2004-04-09,8:30 pm,Atlanta Hawks,116,Chicago Bulls,101,Box Score,,21184,
2004-04-09,8:00 pm,Toronto Raptors,66,Detroit Pistons,74,Box Score,,22076,
2004-04-09,10:30 pm,Minnesota Timberwolves,92,Golden State Warriors,74,Box Score,,19753,
2004-04-09,8:30 pm,Denver Nuggets,103,Houston Rockets,106,Box Score,,18148,
2004-04-09,8:00 pm,New Jersey Nets,80,Indiana Pacers,90,Box Score,,18345,
2004-04-09,10:30 pm,Memphis Grizzlies,95,Los Angeles Lakers,103,Box Score,,18997,
2004-04-09,7:30 pm,Cleveland Cavaliers,91,Miami Heat,106,Box Score,,20213,
2004-04-09,8:00 pm,Boston Celtics,80,New Orleans Hornets,89,Box Score,,15652,
2004-04-09,7:00 pm,Washington Wizards,83,Philadelphia 76ers,80,Box Score,,19192,
2004-04-09,10:30 pm,Sacramento Kings,96,Phoenix Suns,101,Box Score,,18422,
2004-04-09,8:30 pm,Portland Trail Blazers,74,San Antonio Spurs,84,Box Score,,18797,
2004-04-10,7:00 pm,Boston Celtics,99,Atlanta Hawks,110,Box Score,,14616,
2004-04-10,7:30 pm,Miami Heat,80,Cleveland Cavaliers,91,Box Score,,20562,
2004-04-10,9:00 pm,Portland Trail Blazers,100,Denver Nuggets,110,Box Score,OT,19794,
2004-04-10,8:30 pm,New Orleans Hornets,92,Milwaukee Bucks,87,Box Score,,18717,
2004-04-10,7:00 pm,Detroit Pistons,101,Orlando Magic,89,Box Score,,15571,
2004-04-10,3:30 pm,Dallas Mavericks,99,Seattle SuperSonics,119,Box Score,,17072,
2004-04-10,9:00 pm,Houston Rockets,69,Utah Jazz,82,Box Score,,19911,
2004-04-10,7:00 pm,New York Knicks,102,Washington Wizards,98,Box Score,OT,17524,
2004-04-11,9:00 pm,Dallas Mavericks,107,Golden State Warriors,108,Box Score,,14759,
2004-04-11,9:30 pm,San Antonio Spurs,88,Los Angeles Clippers,79,Box Score,,18031,
2004-04-11,1:00 pm,Philadelphia 76ers,75,New Jersey Nets,89,Box Score,,14796,
2004-04-11,9:00 pm,Memphis Grizzlies,83,Phoenix Suns,89,Box Score,,15216,
2004-04-11,3:30 pm,Los Angeles Lakers,85,Sacramento Kings,102,Box Score,,17317,
2004-04-11,1:00 pm,Chicago Bulls,114,Toronto Raptors,108,Box Score,OT,17362,
2004-04-12,7:30 pm,New Jersey Nets,107,Atlanta Hawks,129,Box Score,,11400,
2004-04-12,7:00 pm,Miami Heat,84,Boston Celtics,77,Box Score,,15730,
2004-04-12,8:30 pm,Orlando Magic,93,Chicago Bulls,84,Box Score,,19778,
2004-04-12,7:00 pm,Milwaukee Bucks,89,Cleveland Cavaliers,93,Box Score,,20562,
2004-04-12,9:00 pm,Sacramento Kings,89,Denver Nuggets,97,Box Score,,19746,
2004-04-12,7:30 pm,Washington Wizards,79,Detroit Pistons,101,Box Score,,22076,
2004-04-12,8:00 pm,Utah Jazz,90,Minnesota Timberwolves,104,Box Score,,18881,
2004-04-12,8:00 pm,New York Knicks,101,New Orleans Hornets,97,Box Score,,17619,
2004-04-12,7:30 pm,Indiana Pacers,107,Philadelphia 76ers,93,Box Score,,19383,
2004-04-12,10:00 pm,San Antonio Spurs,78,Portland Trail Blazers,66,Box Score,,18997,
2004-04-12,10:00 pm,Houston Rockets,111,Seattle SuperSonics,107,Box Score,,17072,
2004-04-13,8:30 pm,Memphis Grizzlies,103,Dallas Mavericks,110,Box Score,,20364,
2004-04-13,10:30 pm,Golden State Warriors,104,Los Angeles Lakers,109,Box Score,,18997,
2004-04-13,10:00 pm,Los Angeles Clippers,98,Phoenix Suns,96,Box Score,,17108,
2004-04-13,7:30 pm,Detroit Pistons,78,Toronto Raptors,87,Box Score,,18273,
2004-04-14,7:00 pm,Atlanta Hawks,132,Boston Celtics,137,Box Score,,16149,
2004-04-14,10:30 pm,Sacramento Kings,91,Golden State Warriors,97,Box Score,,19831,
2004-04-14,9:30 pm,Dallas Mavericks,92,Houston Rockets,89,Box Score,,18169,
2004-04-14,8:00 pm,Chicago Bulls,96,Indiana Pacers,101,Box Score,,16074,
2004-04-14,10:30 pm,Seattle SuperSonics,118,Los Angeles Clippers,87,Box Score,,19362,
2004-04-14,8:00 pm,Minnesota Timberwolves,107,Memphis Grizzlies,90,Box Score,,19351,
2004-04-14,7:30 pm,New Jersey Nets,84,Miami Heat,96,Box Score,,16500,
2004-04-14,8:00 pm,Toronto Raptors,89,Milwaukee Bucks,87,Box Score,,16065,
2004-04-14,7:30 pm,Cleveland Cavaliers,100,New York Knicks,90,Box Score,,19763,
2004-04-14,7:00 pm,Philadelphia 76ers,89,Orlando Magic,95,Box Score,,14767,
2004-04-14,10:00 pm,Los Angeles Lakers,105,Portland Trail Blazers,104,Box Score,2OT,20609,
2004-04-14,8:30 pm,Denver Nuggets,67,San Antonio Spurs,93,Box Score,,18797,
2004-04-14,9:00 pm,Phoenix Suns,89,Utah Jazz,84,Box Score,,19911,
2004-04-14,7:00 pm,New Orleans Hornets,94,Washington Wizards,78,Box Score,,17113,
2004-04-17,2:00 pm,Boston Celtics,88,Indiana Pacers,104,Box Score,,16605,
2004-04-17,10:30 pm,Houston Rockets,71,Los Angeles Lakers,72,Box Score,,18997,
2004-04-17,4:30 pm,New York Knicks,83,New Jersey Nets,107,Box Score,,18206,
2004-04-17,8:00 pm,Memphis Grizzlies,74,San Antonio Spurs,98,Box Score,,18797,
2004-04-18,1:00 pm,Milwaukee Bucks,82,Detroit Pistons,108,Box Score,,22076,
2004-04-18,7:00 pm,New Orleans Hornets,79,Miami Heat,81,Box Score,,20102,
2004-04-18,9:30 pm,Denver Nuggets,92,Minnesota Timberwolves,106,Box Score,,18503,
2004-04-18,3:30 pm,Dallas Mavericks,105,Sacramento Kings,116,Box Score,,17317,
2004-04-19,10:30 pm,Houston Rockets,84,Los Angeles Lakers,98,Box Score,,18997,
2004-04-19,8:00 pm,Memphis Grizzlies,70,San Antonio Spurs,87,Box Score,,18797,
2004-04-20,8:30 pm,Boston Celtics,90,Indiana Pacers,103,Box Score,,17347,
2004-04-20,8:00 pm,New York Knicks,81,New Jersey Nets,99,Box Score,,19918,
2004-04-20,10:30 pm,Dallas Mavericks,79,Sacramento Kings,83,Box Score,,17317,
2004-04-21,7:00 pm,Milwaukee Bucks,92,Detroit Pistons,88,Box Score,,22076,
2004-04-21,8:00 pm,New Orleans Hornets,63,Miami Heat,93,Box Score,,20189,
2004-04-21,9:30 pm,Denver Nuggets,81,Minnesota Timberwolves,95,Box Score,,18101,
2004-04-22,9:30 pm,San Antonio Spurs,95,Memphis Grizzlies,93,Box Score,,19351,
2004-04-22,7:00 pm,New Jersey Nets,81,New York Knicks,78,Box Score,,19763,
2004-04-23,7:00 pm,Indiana Pacers,108,Boston Celtics,85,Box Score,,17680,
2004-04-23,9:30 pm,Los Angeles Lakers,91,Houston Rockets,102,Box Score,,18226,
2004-04-24,7:00 pm,Sacramento Kings,79,Dallas Mavericks,104,Box Score,,20580,
2004-04-24,9:30 pm,Minnesota Timberwolves,86,Denver Nuggets,107,Box Score,,19713,
2004-04-24,3:30 pm,Detroit Pistons,95,Milwaukee Bucks,85,Box Score,,18717,
2004-04-24,1:00 pm,Miami Heat,71,New Orleans Hornets,77,Box Score,,14251,
2004-04-25,1:00 pm,Indiana Pacers,90,Boston Celtics,75,Box Score,,16389,
2004-04-25,3:30 pm,Los Angeles Lakers,92,Houston Rockets,88,Box Score,OT,18219,
2004-04-25,9:30 pm,San Antonio Spurs,110,Memphis Grizzlies,97,Box Score,,19351,
2004-04-25,7:00 pm,New Jersey Nets,100,New York Knicks,94,Box Score,,19763,
2004-04-26,9:30 pm,Sacramento Kings,94,Dallas Mavericks,92,Box Score,,20677,
2004-04-26,7:00 pm,Detroit Pistons,109,Milwaukee Bucks,92,Box Score,,17316,
2004-04-27,10:30 pm,Minnesota Timberwolves,84,Denver Nuggets,82,Box Score,,19694,
2004-04-27,8:00 pm,Miami Heat,85,New Orleans Hornets,96,Box Score,,16009,
2004-04-28,10:00 pm,Houston Rockets,78,Los Angeles Lakers,97,Box Score,,18997,
2004-04-29,8:00 pm,Milwaukee Bucks,77,Detroit Pistons,91,Box Score,,22076,
2004-04-29,10:30 pm,Dallas Mavericks,118,Sacramento Kings,119,Box Score,,17317,
